"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_382","NiWUE_Rothamsted_3_1845_grain","15641","N",4.037,2.03304925662929,2380
"NiWUE_FLT_383","NiWUE_Rothamsted_6_1845_grain","15642","N",3.96,1.84742140465836,2121
"NiWUE_FLT_384","NiWUE_Rothamsted_8_1845_grain","15643","N",3.596,1.73875085592001,2027
"NiWUE_FLT_386","NiWUE_Rothamsted_3_1850_grain","15645","N",2.982,1.63195819607844,1882
"NiWUE_FLT_387","NiWUE_Rothamsted_6_1850_grain","15648","N",6.551,1.78370964108194,2049
"NiWUE_FLT_388","NiWUE_Rothamsted_8_1850_grain","15649","N",5.893,1.69245702057506,1923
"NiWUE_FLT_392","NiWUE_Rothamsted_3_1855_grain","15652","N",3.271,2.10220509442351,2412
"NiWUE_FLT_394","NiWUE_Rothamsted_6_1855_grain","15654","N",4.841,2.1394056709393,2453
"NiWUE_FLT_395","NiWUE_Rothamsted_8_1855_grain","15660","N",5.874,2.48963172111181,2783
"NiWUE_FLT_396","NiWUE_Rothamsted_3_1860_grain","15661","N",3.342,2.06897745859225,2349
"NiWUE_FLT_398","NiWUE_Rothamsted_6_1860_grain","15663","N",4.277,2.1602059767226,2491
"NiWUE_FLT_399","NiWUE_Rothamsted_8_1860_grain","15664","N",4.932,2.41611271020957,2737
"NiWUE_FLT_403","NiWUE_Rothamsted_6_1865_grain","15670","N",6.5268,1.58881956121481,1850
"NiWUE_FLT_405","NiWUE_Rothamsted_8_1865_grain","15673","N",10.6508,2.05577936683686,2299
"NiWUE_FLT_406","NiWUE_Rothamsted_3_1866_grain","15674","N",3.6238,1.88110029247037,2161
"NiWUE_FLT_407","NiWUE_Rothamsted_3_1870_grain","15675","N",3.0468,1.83656374816505,2107
"NiWUE_FLT_408","NiWUE_Rothamsted_6_1870_grain","15676","N",5.2698,1.81920899088338,2010
"NiWUE_FLT_409","NiWUE_Rothamsted_8_1870_grain","15677","N",7.9878,2.35333286530273,2669
"NiWUE_FLT_414","NiWUE_Rothamsted_3_1875_grain","15687","N",3.1058,2.02172326833919,2337
"NiWUE_FLT_415","NiWUE_Rothamsted_6_1875_grain","15688","N",2.7678,2.22822302297904,2596
"NiWUE_FLT_416","NiWUE_Rothamsted_8_1875_grain","15689","N",7.1038,2.4278743868567,2660
"NiWUE_FLT_418","NiWUE_Rothamsted_3_1880_grain","15692","N",3.5758,2.11916292680193,2373
"NiWUE_FLT_419","NiWUE_Rothamsted_6_1880_grain","15693","N",5.4848,1.91476805000032,2042
"NiWUE_FLT_420","NiWUE_Rothamsted_8_1880_grain","15694","N",10.0248,2.29092129731291,2558
"NiWUE_FLT_421","NiWUE_Rothamsted_3_1885_grain","15695","N",2.5128,1.61058231736483,1804
"NiWUE_FLT_422","NiWUE_Rothamsted_6_1885_grain","15696","N",4.3258,1.55084300294517,1755
"NiWUE_FLT_423","NiWUE_Rothamsted_8_1885_grain","15697","N",6.7028,1.76415649931104,2034
"NiWUE_FLT_424","NiWUE_Rothamsted_3_1890_grain","15698","N",3.1558,1.68185968258531,1914
"NiWUE_FLT_425","NiWUE_Rothamsted_6_1890_grain","15701","N",5.0196,1.79624374168952,2038
"NiWUE_FLT_426","NiWUE_Rothamsted_8_1890_grain","15702","N",9.8396,2.3709488372221,2780
"NiWUE_FLT_429","NiWUE_Rothamsted_8_1892_straw","15706","N",8.6166,0.82062667836737,914
"NiWUE_FLT_430","NiWUE_Rothamsted_3_1895_grain","15707","N",2.8406,1.76752527423958,2055
"NiWUE_FLT_432","NiWUE_Rothamsted_6_1895_grain","15709","N",3.1836,1.80186120741931,1989
"NiWUE_FLT_434","NiWUE_Rothamsted_8_1895_grain","15716","N",6.4616,1.88115707150377,2183
"NiWUE_FLT_437","NiWUE_Rothamsted_3_1898_grain","15719","N",3.6336,1.83360671725559,2061
"NiWUE_FLT_438","NiWUE_Rothamsted_6_1900_grain","15720","N",4.4916,2.09259328290344,2257
"NiWUE_FLT_440","NiWUE_Rothamsted_8_1900_grain","15722","N",8.8286,2.15125469292641,2454
"NiWUE_FLT_442","NiWUE_Rothamsted_6_1905_grain","15725","N",4.6546,1.82408494538029,2090
"NiWUE_FLT_445","NiWUE_Rothamsted_8_1906_grain","15728","N",10.4236,2.09726987278686,2333
"NiWUE_FLT_446","NiWUE_Rothamsted_3_1907_grain","15729","N",2.9556,1.8625102922614,2087
