"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_169","NiWUE_TU_Berlin_25_2019_grain","14852","C",-27.9626,40.7788881256087,4854,"14852","N",1.02,1.54807959938651,1683,26.3415964797735
"NiWUE_FLT_170","NiWUE_TU_Berlin_26_2019_grain","14853","C",-27.2866,40.9814806094233,4818,"14853","N",0.927,1.74474246766464,1873,23.4885556859733
"NiWUE_FLT_171","NiWUE_TU_Berlin_27_2019_grain","14854","C",-28.1466,40.9358147044904,4881,"14854","N",0.396,1.78097847224697,1953,22.9850137676531
"NiWUE_FLT_172","NiWUE_TU_Berlin_28_2019_grain","14855","C",-27.2536,41.0571595607533,4850,"14855","N",0.798,1.68670047900464,1826,24.3417014886852
"NiWUE_FLT_173","NiWUE_TU_Berlin_49_2019_grain","14856","C",-27.4156,40.9014763558389,4701,"14856","N",0.833,1.92726421982745,2018,21.2225578283713
"NiWUE_FLT_174","NiWUE_TU_Berlin_50_2019_grain","14857","C",-27.8086,41.2280739632457,4762,"14857","N",0.851,2.20703055412454,2320,18.6803367475806
"NiWUE_FLT_175","NiWUE_TU_Berlin_51_2019_grain","14858","C",-27.8576,40.8584943605636,4666,"14858","N",0.6,1.92026173355682,1986,21.2775652644409
"NiWUE_FLT_176","NiWUE_TU_Berlin_52_2019_grain","14861","C",-27.5128,40.6531098693535,4882,"14861","N",0.8414,1.83225110340236,2023,22.187521019288
"NiWUE_FLT_177","NiWUE_TU_Berlin_53_2019_grain","14862","C",-27.7748,40.69382540196,4867,"14862","N",1.0364,1.76202755468716,1931,23.0948859418858
"NiWUE_FLT_178","NiWUE_TU_Berlin_54_2019_grain","14864","C",-27.6018,40.5850990820639,4590,"14864","N",0.9734,1.68642953242491,1720,24.0656951872201
"NiWUE_FLT_179","NiWUE_TU_Berlin_55_2019_grain","14865","C",-27.7028,40.766117609186,4807,"14865","N",0.8994,1.62290002891187,1746,25.1193030272599
"NiWUE_FLT_180","NiWUE_TU_Berlin_56_2019_grain","14866","C",-27.8968,40.7501839564773,4681,"14866","N",0.9374,1.67862093686088,1741,24.2759893324592
"NiWUE_FLT_181","NiWUE_TU_Berlin_65_2019_grain","14867","C",-27.5458,40.8307043770864,4625,"14867","N",0.5224,1.7310157056401,1775,23.5877145678398
"NiWUE_FLT_182","NiWUE_TU_Berlin_66_2019_grain","14868","C",-28.1788,40.6860963997219,4782,"14868","N",0.4304,1.65180289183047,1782,24.6313265347508
"NiWUE_FLT_183","NiWUE_TU_Berlin_67_2019_grain","14869","C",-27.7688,40.6812890072916,4824,"14869","N",0.6254,1.5657308347488,1701,25.9823004723659
"NiWUE_FLT_184","NiWUE_TU_Berlin_68_2019_grain","14870","C",-27.4398,40.7937446229548,4601,"14870","N",0.3024,1.63035880398604,1662,25.0213293682463
"NiWUE_FLT_185","NiWUE_TU_Berlin_73_2019_grain","14876","C",-27.5618,40.8923838628702,4855,"14876","N",0.4284,1.80843332605332,1965,22.6120494871175
"NiWUE_FLT_186","NiWUE_TU_Berlin_74_2019_grain","14877","C",-27.1268,40.765052070477,4762,"14877","N",0.6364,1.78696725963044,1909,22.812422472087
"NiWUE_FLT_187","NiWUE_TU_Berlin_75_2019_grain","14878","C",-27.6918,41.032260726105,4875,"14878","N",0.3564,1.95729705870574,2128,20.9637369777879
"NiWUE_FLT_188","NiWUE_TU_Berlin_76_2019_grain","14879","C",-28.1018,40.7900743157381,4653,"14879","N",0.2194,1.82927462957044,1893,22.2984967135944
"NiWUE_FLT_189","NiWUE_TU_Berlin_2_2020_grain","14880","C",-27.3478,41.0580077444569,4887,"14880","N",-0.1446,1.76996774856414,1931,23.1970372215904
"NiWUE_FLT_190","NiWUE_TU_Berlin_7_2020_grain","14881","C",-27.8988,40.9709457575078,4714,"14881","N",0.6654,1.69292975787758,1770,24.2012083294423
"NiWUE_FLT_191","NiWUE_TU_Berlin_10_2020_grain","14882","C",-27.4628,41.0131992736881,4655,"14882","N",0.3084,1.73568038114901,1790,23.6294652628024
"NiWUE_FLT_192","NiWUE_TU_Berlin_15_2020_grain","14884","C",-27.7988,40.8165251049553,4758,"14884","N",0.4294,1.6741873600163,1773,24.3799027992649
"NiWUE_FLT_193","NiWUE_TU_Berlin_18_2020_grain","14885","C",-27.7078,40.9812347800098,4856,"14885","N",0.3474,1.83743562179559,1981,22.3034942252627
"NiWUE_FLT_194","NiWUE_TU_Berlin_23_2020_grain","14886","C",-27.3558,41.0314126405139,4739,"14886","N",0.0503999999999999,1.80716797967291,1897,22.7048138867204
"NiWUE_FLT_195","NiWUE_TU_Berlin_26_2020_grain","14887","C",-27.3438,40.8875032154081,4814,"14887","N",0.4034,1.75577156877837,1884,23.2874845124967
"NiWUE_FLT_196","NiWUE_TU_Berlin_31_2020_grain","14888","C",-28.1088,40.8488303598663,4738,"14888","N",0.3374,1.68950674417552,1780,24.1779622962089
"NiWUE_FLT_197","NiWUE_TU_Berlin_34_2020_grain","14889","C",-28.0388,40.7561418250266,4810,"14889","N",0.2464,1.58480801468237,1702,25.7167691275179
"NiWUE_FLT_198","NiWUE_TU_Berlin_39_2020_grain","14890","C",-27.5508,40.9907082637706,4706,"14890","N",0.4724,1.5883231160403,1656,25.8075374272464
