"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_941","NiWUE_Rothamsted_031_2010_straw","16429","C",-26.5164,44.7107820922724,5185
"NiWUE_FLT_942","NiWUE_Rothamsted_061_2010_grain","16430","C",-24.7304,43.3663909034387,5142
"NiWUE_FLT_943","NiWUE_Rothamsted_061_2010_straw","16431","C",-26.4424,45.1661558457257,5406
"NiWUE_FLT_944","NiWUE_Rothamsted_071_2010_grain","16432","C",-24.8534,42.8329492723713,5020
"NiWUE_FLT_945","NiWUE_Rothamsted_071_2010_straw","16434","C",-26.5084,45.6287164254152,5528
"NiWUE_FLT_946","NiWUE_Rothamsted_081_2010_grain","16435","C",-24.7514,42.8765017481226,5014
"NiWUE_FLT_947","NiWUE_Rothamsted_081_2010_straw","16436","C",-26.3544,45.8207602040134,5378
"NiWUE_FLT_948","NiWUE_Rothamsted_091_2010_grain","16437","C",-24.6464,43.2319964213849,5100
"NiWUE_FLT_949","NiWUE_Rothamsted_091_2010_straw","16438","C",-26.5784,45.3293902640463,5388
"NiWUE_FLT_950","NiWUE_Rothamsted_031_2011_grain","16439","C",-24.4004,43.8904029429668,5066
"NiWUE_FLT_951","NiWUE_Rothamsted_031_2011_straw","16440","C",-25.4254,44.5298796003676,5140
"NiWUE_FLT_952","NiWUE_Rothamsted_061_2011_grain","16441","C",-24.6684,43.3750378890907,5289
"NiWUE_FLT_953","NiWUE_Rothamsted_061_2011_straw","16444","C",-26.1216,44.5029688680681,5242
"NiWUE_FLT_954","NiWUE_Rothamsted_071_2011_grain","16445","C",-25.0416,43.9045643179718,5070
"NiWUE_FLT_955","NiWUE_Rothamsted_071_2011_straw","16447","C",-26.6956,44.6164022572906,5283
"NiWUE_FLT_956","NiWUE_Rothamsted_081_2011_grain","16448","C",-24.4686,43.8103415670166,5151
"NiWUE_FLT_957","NiWUE_Rothamsted_081_2011_straw","16449","C",-26.0716,45.0361809498956,5329
"NiWUE_FLT_958","NiWUE_Rothamsted_091_2011_grain","16450","C",-24.6086,43.5017655422574,5054
"NiWUE_FLT_959","NiWUE_Rothamsted_091_2011_straw","16451","C",-26.0476,45.0034995448522,5464
"NiWUE_FLT_960","NiWUE_Rothamsted_031_2012_grain","16452","C",-25.2296,43.6319532858988,5110
"NiWUE_FLT_961","NiWUE_Rothamsted_031_2012_straw","16453","C",-26.5986,43.9466314228954,5220
"NiWUE_FLT_962","NiWUE_Rothamsted_061_2012_grain","16459","C",-26.2966,43.1355468503185,5093
"NiWUE_FLT_963","NiWUE_Rothamsted_061_2012_straw","16460","C",-27.6776,44.0516371121558,5190
"NiWUE_FLT_964","NiWUE_Rothamsted_071_2012_grain","16461","C",-26.8446,43.4571111826044,5302
"NiWUE_FLT_965","NiWUE_Rothamsted_071_2012_straw","16462","C",-27.8836,43.8517657337385,5309
"NiWUE_FLT_966","NiWUE_Rothamsted_081_2012_grain","16463","C",-27.0386,43.2097850321605,5231
"NiWUE_FLT_967","NiWUE_Rothamsted_081_2012_straw","16464","C",-28.0496,44.7758216241003,5371
"NiWUE_FLT_968","NiWUE_Rothamsted_091_2012_grain","16465","C",-27.3346,43.8842398964972,5355
"NiWUE_FLT_969","NiWUE_Rothamsted_091_2012_straw","16467","C",-27.7486,44.8270807866961,5345
"NiWUE_FLT_970","NiWUE_Rothamsted_031_2013_grain","16468","C",-24.6766,43.0898810986122,5087
"NiWUE_FLT_971","NiWUE_Rothamsted_031_2013_straw","16469","C",-26.0976,45.0458893981612,5254
"NiWUE_FLT_972","NiWUE_Rothamsted_061_2013_grain","16470","C",-25.8526,42.6709611065018,4972
"NiWUE_FLT_973","NiWUE_Rothamsted_061_2013_straw","16471","C",-27.2716,44.574475149585,5415
"NiWUE_FLT_974","NiWUE_Rothamsted_071_2013_grain","16472","C",-25.7666,42.8467993137866,4979
"NiWUE_FLT_975","NiWUE_Rothamsted_071_2013_straw","16473","C",-27.3046,45.4942266525907,5514
