"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_580","NiWUE_Rothamsted_031_1974_grain","15832","N",0.944714285714286,1.35105236733515,1437
"NiWUE_FLT_582","NiWUE_Rothamsted_061_1974_grain","15834","N",1.62471428571429,1.55921302642934,1719
"NiWUE_FLT_584","NiWUE_Rothamsted_071_1974_grain","15836","N",1.86071428571429,1.6884227953817,1852
"NiWUE_FLT_586","NiWUE_Rothamsted_081_1974_grain","15840","N",1.63571428571429,1.69342621882758,1921
"NiWUE_FLT_588","NiWUE_Rothamsted_091_1974_grain","15842","N",4.10871428571429,1.80125825462037,2027
"NiWUE_FLT_590","NiWUE_Rothamsted_031_1975_grain","15844","N",1.49771428571429,1.58356654739454,1802
"NiWUE_FLT_592","NiWUE_Rothamsted_061_1975_grain","15846","N",1.63171428571429,1.37656951483617,1488
"NiWUE_FLT_594","NiWUE_Rothamsted_071_1975_grain","15853","N",1.90871428571429,1.44630718933275,1619
"NiWUE_FLT_596","NiWUE_Rothamsted_081_1975_grain","15855","N",1.95071428571429,1.52799586816444,1714
"NiWUE_FLT_598","NiWUE_Rothamsted_091_1975_grain","15857","N",3.73171428571429,1.69367074475109,1950
"NiWUE_FLT_600","NiWUE_Rothamsted_031_1976_grain","15861","N",0.7794,1.77111471792043,1883
"NiWUE_FLT_602","NiWUE_Rothamsted_061_1976_grain","15864","N",0.4724,1.95860827457716,2248
"NiWUE_FLT_604","NiWUE_Rothamsted_071_1976_grain","15866","N",0.5064,1.86380942335498,2042
"NiWUE_FLT_606","NiWUE_Rothamsted_081_1976_grain","15868","N",0.5104,2.06043463154286,2254
"NiWUE_FLT_608","NiWUE_Rothamsted_091_1976_grain","15870","N",1.6844,2.23739423455434,2448
"NiWUE_FLT_610","NiWUE_Rothamsted_031_1977_grain","15877","N",3.2554,1.38597985613631,1513
"NiWUE_FLT_612","NiWUE_Rothamsted_061_1977_grain","15879","N",2.8334,1.41502820461168,1563
"NiWUE_FLT_614","NiWUE_Rothamsted_071_1977_grain","15881","N",3.7534,1.62184015492967,1756
"NiWUE_FLT_616","NiWUE_Rothamsted_081_1977_grain","15884","N",4.2534,1.94311646410764,2216
"NiWUE_FLT_618","NiWUE_Rothamsted_091_1977_grain","15886","N",5.6624,1.94523638907206,2185
"NiWUE_FLT_620","NiWUE_Rothamsted_031_1978_grain","15888","N",0.6064,1.52938283512565,1658
"NiWUE_FLT_622","NiWUE_Rothamsted_061_1978_grain","15890","N",1.3504,1.40324721393626,1607
"NiWUE_FLT_624","NiWUE_Rothamsted_071_1978_grain","15894","N",2.525,1.5910369690707,1828
"NiWUE_FLT_626","NiWUE_Rothamsted_081_1978_grain","15897","N",3.248,1.85409770480572,2106
"NiWUE_FLT_628","NiWUE_Rothamsted_091_1978_grain","15899","N",4.977,2.05041655147751,2349
"NiWUE_FLT_630","NiWUE_Rothamsted_031_1979_grain","15901","N",1.288,1.84302265751344,2062
"NiWUE_FLT_632","NiWUE_Rothamsted_061_1979_grain","15908","N",1.424,1.37520816745271,1539
"NiWUE_FLT_634","NiWUE_Rothamsted_071_1979_grain","15910","N",2.225,1.66415110644219,1849
"NiWUE_FLT_636","NiWUE_Rothamsted_081_1979_grain","15912","N",2.232,1.99293874704522,2230
"NiWUE_FLT_638","NiWUE_Rothamsted_091_1979_grain","15914","N",3.564,2.02612359200239,2299
"NiWUE_FLT_640","NiWUE_Rothamsted_031_1980_grain","15917","N",1.658,1.82655363175058,1957
"NiWUE_FLT_642","NiWUE_Rothamsted_061_1980_grain","15919","N",2.06,1.58118953909742,1709
"NiWUE_FLT_644","NiWUE_Rothamsted_071_1980_grain","15921","N",27.513,1.96020830391305,2203
