"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_1506","NiWUE_P24A_7_B_2022_grain","17506","C",-26.7305714285714,43.686446211119,5265,"17506","N",0.546833333333333,1.75398891537984,1975,24.9069112284888
"NiWUE_FLT_1507","NiWUE_P24A_8_B_2022_grain","17507","C",-26.3795714285714,43.6806592444441,5206,"17507","N",2.81183333333333,1.7335951349588,1908,25.1965746578322
"NiWUE_FLT_1508","NiWUE_P24A_9_C_2022_grain","17508","C",-27.2705714285714,44.2902200087368,5151,"17508","N",0.701833333333333,2.2678296318381,2426,19.5297827433532
"NiWUE_FLT_1509","NiWUE_P24A_10_C_2022_grain","17509","C",-26.4735714285714,43.9729861419993,5353,"17509","N",1.06483333333333,2.01355757410266,2276,21.8384548361354
"NiWUE_FLT_1510","NiWUE_P24A_11_C_2022_grain","17510","C",-26.4935714285714,43.4777849778003,5110,"17510","N",0.241833333333333,1.99424875750174,2151,21.8015855916923
"NiWUE_FLT_1511","NiWUE_P24A_12_C_2022_grain","17511","C",-26.2805714285714,43.6528108166181,5133,"17511","N",0.869833333333333,2.05192891961871,2224,21.2740365415434
"NiWUE_FLT_1512","NiWUE_P24A_13_D_2022_grain","17514","C",-27.0225714285714,43.8874316289718,5115,"17514","N",0.188833333333333,2.3316286960319,2510,18.8226503232105
"NiWUE_FLT_1513","NiWUE_P24A_14_D_2022_grain","17515","C",-26.2775714285714,43.8848736996987,5334,"17515","N",0.931833333333333,2.41592992390029,2730,18.1647957854881
"NiWUE_FLT_1514","NiWUE_P24A_15_D_2022_grain","17516","C",-26.2975714285714,43.9601727287848,5125,"17516","N",0.144833333333333,2.32404336202966,2508,18.9153840444668
"NiWUE_FLT_1515","NiWUE_P24A_16_D_2022_grain","17517","C",-26.1635714285714,43.5257951440027,5060,"17517","N",0.636833333333333,2.21604002378933,2373,19.641249560816
"NiWUE_FLT_1532","NiWUE_P24A_1_A_2024_grain","17542","C",-26.8566,43.5573934952922,5200,"17542","N",2.2628,1.78149973444665,1957,24.4498456289816
"NiWUE_FLT_1533","NiWUE_P24A_5_B_2024_grain","17543","C",-27.4076,43.963958104529,5078,"17543","N",1.5808,1.85649900385513,1968,23.6811105275226
"NiWUE_FLT_1534","NiWUE_P24A_9_C_2024_grain","17544","C",-27.2346,43.5286203045968,5162,"17544","N",1.4288,1.90712936182125,2113,22.8241571736006
"NiWUE_FLT_1535","NiWUE_P24A_13_D_2024_grain","17550","C",-27.3246,44.1755657961768,5182,"17550","N",1.6458,2.18723786174137,2389,20.1969646598045
