"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_228","NiWUE_TU_Berlin_159_2020_grain","15142","C",-27.1536,40.852962485388,4670,"15142","N",-0.2168,1.63297611731081,1707,25.017489265345
"NiWUE_FLT_229","NiWUE_TU_Berlin_163_2020_grain","15144","C",-27.3126,41.0124300942858,4807,"15144","N",-0.4828,1.97810890947034,2138,20.7331506864641
"NiWUE_FLT_230","NiWUE_TU_Berlin_166_2020_grain","15145","C",-27.4976,41.1089643379114,4913,"15145","N",-0.7628,2.0318160466311,2258,20.2326211598107
"NiWUE_FLT_231","NiWUE_TU_Berlin_171_2020_grain","15146","C",-27.6206,41.2392063058753,4761,"15146","N",-0.3608,2.13530841426805,2279,19.3129976121091
"NiWUE_FLT_232","NiWUE_TU_Berlin_174_2020_grain","15137","C",-27.6046,40.9967213212233,4719,"15137","N",-0.5788,2.24206405503444,2374,18.2852587236155
"NiWUE_FLT_233","NiWUE_TU_Berlin_179_2020_grain","15138","C",-28.1156,40.6997639067611,4630,"15138","N",0.0612000000000001,2.0353904289588,2109,19.9960476023173
"NiWUE_FLT_234","NiWUE_TU_Berlin_182_2020_grain","15139","C",-27.7056,64.7695603077115,6803,"15139","N",0.3812,3.23015343482731,3422,20.0515429420071
"NiWUE_FLT_235","NiWUE_TU_Berlin_187_2020_grain","15140","C",-27.8196,40.8826786645213,4864,"15140","N",-0.0107999999999999,2.10178543008106,2311,19.451404543681
"NiWUE_FLT_236","NiWUE_TU_Berlin_190_2020_grain","15141","C",-27.2206,40.9928379838686,4815,"15141","N",-0.2298,2.03126560657286,2195,20.1809344141023
"NiWUE_FLT_237","NiWUE_TU_Berlin_3_2021_grain","15147","C",-28.1366,40.9748352020057,4815,"15147","N",0.4382,1.87219590111522,2028,21.8859763433933
"NiWUE_FLT_238","NiWUE_TU_Berlin_6_2021_grain","15148","C",-28.5026,40.8837069543717,4881,"15148","N",0.4362,2.10903664070868,2329,19.3850150183422
"NiWUE_FLT_239","NiWUE_TU_Berlin_11_2021_grain","15149","C",-28.0196,40.6922242552018,4823,"15149","N",0.3062,1.67125330188395,1837,24.3483284127731
"NiWUE_FLT_240","NiWUE_TU_Berlin_14_2021_grain","15150","C",-28.5446,40.5840347472428,4619,"15150","N",0.5042,1.74269284548697,1822,23.2881169233826
"NiWUE_FLT_241","NiWUE_TU_Berlin_19_2021_grain","15151","C",-27.7866,40.6962405400599,4602,"15151","N",0.5242,1.81587857257369,1878,22.4113226262592
"NiWUE_FLT_242","NiWUE_TU_Berlin_22_2021_grain","15154","C",-27.6564,40.7249478464352,4789,"15154","N",0.394,1.92003475342459,2135,21.2105264104193
"NiWUE_FLT_243","NiWUE_TU_Berlin_27_2021_grain","15155","C",-27.8114,40.724831065957,4809,"15155","N",0.442,1.70873294026113,1905,23.8333504940411
"NiWUE_FLT_244","NiWUE_TU_Berlin_30_2021_grain","15157","C",-27.9354,40.9527599569899,4861,"15157","N",0.369,1.95572433820811,2201,20.9399449385142
"NiWUE_FLT_245","NiWUE_TU_Berlin_35_2021_grain","15158","C",-28.0394,40.6193645510247,4623,"15158","N",0.246,1.54537206414704,1643,26.284521050563
"NiWUE_FLT_246","NiWUE_TU_Berlin_38_2021_grain","15159","C",-28.1014,40.7584635993631,4609,"15159","N",0.321,1.36915372308521,1441,29.7690923321008
"NiWUE_FLT_247","NiWUE_TU_Berlin_43_2021_grain","15160","C",-27.6574,40.7668829496521,4675,"15160","N",0.456,1.49052310545551,1605,27.3507219045715
"NiWUE_FLT_248","NiWUE_TU_Berlin_46_2021_grain","15161","C",-28.2914,40.609568655863,4723,"15161","N",0.471,1.59708022043072,1747,25.427381878733
"NiWUE_FLT_249","NiWUE_TU_Berlin_51_2021_grain","15162","C",-27.9194,40.7612599868429,4627,"15162","N",0.282,1.485773379767,1587,27.4343722548288
"NiWUE_FLT_250","NiWUE_TU_Berlin_54_2021_grain","15163","C",-27.9724,40.8290535239456,4588,"15163","N",0.215,1.59066763519861,1671,25.6678721691899
"NiWUE_FLT_251","NiWUE_TU_Berlin_59_2021_grain","15169","C",-27.8254,41.0034348787586,4683,"15169","N",-0.189,1.7290440860396,1861,23.7145109311109
"NiWUE_FLT_252","NiWUE_TU_Berlin_62_2021_grain","15170","C",-28.1684,40.5741387489569,4634,"15170","N",0.53,1.52144731166938,1627,26.6681195186692
"NiWUE_FLT_253","NiWUE_TU_Berlin_65_2021_grain","15171","C",-27.9644,40.848575381275,4566,"15171","N",0.242,1.60766734898057,1685,25.4085992398721
"NiWUE_FLT_254","NiWUE_TU_Berlin_72_2021_grain","15172","C",-27.8454,41.2821997952093,4659,"15172","N",0.019,1.82823921270921,1937,22.5803054153042
"NiWUE_FLT_255","NiWUE_TU_Berlin_73_2021_grain","15173","C",-27.4094,40.8277011934815,4725,"15173","N",0.222,1.5727487329277,1714,25.9594557850828
"NiWUE_FLT_256","NiWUE_TU_Berlin_80_2021_grain","15174","C",-27.6824,40.8448817220879,4708,"15174","N",0.423,1.68883628145181,1832,24.1852227896097
"NiWUE_FLT_257","NiWUE_TU_Berlin_81_2021_grain","15175","C",-27.8714,40.7283252484184,4693,"15175","N",0.254,1.38687534207771,1499,29.3669690510198
"NiWUE_FLT_258","NiWUE_TU_Berlin_88_2021_grain","15177","C",-27.9024,40.7987316131958,4724,"15177","N",0.41,1.52324920146508,1656,26.7840164130433
"NiWUE_FLT_259","NiWUE_TU_Berlin_89_2021_grain","15178","C",-28.2394,40.7720396764421,4644,"15178","N",0.419,1.46710429269932,1566,27.7908256961241
"NiWUE_FLT_260","NiWUE_TU_Berlin_96_2021_grain","15179","C",-27.9284,40.9415411259785,4626,"15179","N",0.309,1.51867166130965,1603,26.9587838958369
"NiWUE_FLT_261","NiWUE_TU_Berlin_98_2021_grain","15180","C",-28.1764,40.9588784517452,4688,"15180","N",0.47,1.71664063481593,1845,23.8599026616523
"NiWUE_FLT_262","NiWUE_TU_Berlin_103_2021_grain","15181","C",-28.1094,40.9001961019585,4660,"15181","N",0.477,1.85189693424665,1986,22.0855682330922
"NiWUE_FLT_263","NiWUE_TU_Berlin_106_2021_grain","15182","C",-28.3794,40.9170260917503,4778,"15182","N",0.213,1.92401314306733,2124,21.2665003039007
"NiWUE_FLT_264","NiWUE_TU_Berlin_111_2021_grain","15183","C",-27.9304,40.9829645136436,4585,"15183","N",0.177,1.91560137534198,2008,21.3943073131941
