"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_1506","NiWUE_P24A_7_B_2022_grain","17506","N",0.546833333333333,1.75398891537984,1975
"NiWUE_FLT_1507","NiWUE_P24A_8_B_2022_grain","17507","N",2.81183333333333,1.7335951349588,1908
"NiWUE_FLT_1508","NiWUE_P24A_9_C_2022_grain","17508","N",0.701833333333333,2.2678296318381,2426
"NiWUE_FLT_1509","NiWUE_P24A_10_C_2022_grain","17509","N",1.06483333333333,2.01355757410266,2276
"NiWUE_FLT_1510","NiWUE_P24A_11_C_2022_grain","17510","N",0.241833333333333,1.99424875750174,2151
"NiWUE_FLT_1511","NiWUE_P24A_12_C_2022_grain","17511","N",0.869833333333333,2.05192891961871,2224
"NiWUE_FLT_1512","NiWUE_P24A_13_D_2022_grain","17514","N",0.188833333333333,2.3316286960319,2510
"NiWUE_FLT_1513","NiWUE_P24A_14_D_2022_grain","17515","N",0.931833333333333,2.41592992390029,2730
"NiWUE_FLT_1514","NiWUE_P24A_15_D_2022_grain","17516","N",0.144833333333333,2.32404336202966,2508
"NiWUE_FLT_1515","NiWUE_P24A_16_D_2022_grain","17517","N",0.636833333333333,2.21604002378933,2373
"NiWUE_FLT_1532","NiWUE_P24A_1_A_2024_grain","17542","N",2.2628,1.78149973444665,1957
"NiWUE_FLT_1533","NiWUE_P24A_5_B_2024_grain","17543","N",1.5808,1.85649900385513,1968
"NiWUE_FLT_1534","NiWUE_P24A_9_C_2024_grain","17544","N",1.4288,1.90712936182125,2113
"NiWUE_FLT_1535","NiWUE_P24A_13_D_2024_grain","17550","N",1.6458,2.18723786174137,2389
