"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_1438","NiWUE_FAST_C-IT_CC_halfN_2_2023_grain","17255","N",-0.185666666666667,1.89260139599486,2067
"NiWUE_FLT_1439","NiWUE_FAST_C-IT_CC_normN_2_2023_grain","17256","N",-0.724666666666667,2.44476425669884,2607
"NiWUE_FLT_1444","NiWUE_RELOAD_C-IT_none_normN_1_2019_grain","17263","N",-3.64666666666667,1.95274407353124,2195
"NiWUE_FLT_1445","NiWUE_RELOAD_O-IT_none_normN_1_2019_grain","17264","N",1.90933333333333,1.77068356869865,1915
"NiWUE_FLT_1446","NiWUE_RELOAD_C-IT_none_normN_2_2019_grain","17265","N",-1.13966666666667,2.15400038246129,2385
"NiWUE_FLT_1447","NiWUE_RELOAD_O-IT_none_normN_2_2019_grain","17266","N",2.15933333333333,1.56207833913862,1666
"NiWUE_FLT_1448","NiWUE_RELOAD_C-IT_none_normN_3_2019_grain","17267","N",-1.65766666666667,2.35504522477382,2514
"NiWUE_FLT_1449","NiWUE_RELOAD_O-IT_none_normN_3_2019_grain","17268","N",3.37233333333333,1.85364784032592,1954
"NiWUE_FLT_1450","NiWUE_RELOAD_C-IT_none_normN_4_2019_grain","17269","N",-2.00366666666667,2.42863920860623,2563
"NiWUE_FLT_1451","NiWUE_RELOAD_O-IT_none_normN_4_2019_grain","17275","N",2.30733333333333,2.04267108008317,2156
"NiWUE_FLT_1460","NiWUE_P24A_1_A_2016_grain","17287","N",0.265,1.60183263778298,1763
"NiWUE_FLT_1461","NiWUE_P24A_5_B_2016_grain","17288","N",-1.15,1.65275961890844,1767
"NiWUE_FLT_1462","NiWUE_P24A_9_C_2016_grain","17289","N",-1.21,2.08820968096225,2202
"NiWUE_FLT_1463","NiWUE_P24A_13_D_2016_grain","17290","N",-2.075,2.42659474503749,2663
"NiWUE_FLT_1468","NiWUE_P24A_1_A_2018_grain","17293","N",1.19,2.21891440615054,2492
"NiWUE_FLT_1469","NiWUE_P24A_2_A_2018_grain","17299","N",4.641,2.0239610005301,2166
"NiWUE_FLT_1470","NiWUE_P24A_3_A_2018_grain","17300","N",2.375,2.03776868298484,2136
"NiWUE_FLT_1471","NiWUE_P24A_4_A_2018_grain","17301","N",4.332,2.05788084350304,2187
"NiWUE_FLT_1472","NiWUE_P24A_5_B_2018_grain","17302","N",-1.792,1.72248925303418,1867
"NiWUE_FLT_1473","NiWUE_P24A_6_B_2018_grain","17303","N",2.525,1.68673326355783,1871
"NiWUE_FLT_1474","NiWUE_P24A_7_B_2018_grain","17304","N",-1.397,1.95798570171544,2107
"NiWUE_FLT_1475","NiWUE_P24A_8_B_2018_grain","17306","N",2.498,1.71848408405276,1876
"NiWUE_FLT_1476","NiWUE_P24A_9_C_2018_grain","17307","N",-1.777,2.05977858363137,2291
"NiWUE_FLT_1477","NiWUE_P24A_10_C_2018_grain","17308","N",0.171,2.06091152461488,2177
"NiWUE_FLT_1478","NiWUE_P24A_11_C_2018_grain","17309","N",-1.097,1.90778695207568,1990
"NiWUE_FLT_1479","NiWUE_P24A_12_C_2018_grain","17310","N",0.574,1.9464386576965,2120
"NiWUE_FLT_1480","NiWUE_P24A_13_D_2018_grain","17311","N",-1.452,2.36020389969827,2590
"NiWUE_FLT_1481","NiWUE_P24A_14_D_2018_grain","17312","N",-0.429,2.39054936165804,2494
"NiWUE_FLT_1482","NiWUE_P24A_15_D_2018_grain","17313","N",-0.782,2.37572360709462,2504
"NiWUE_FLT_1483","NiWUE_P24A_16_D_2018_grain","17316","N",-0.245,2.21212153543138,2295
"NiWUE_FLT_1500","NiWUE_P24A_1_A_2022_grain","17340","N",2.13,1.48609823018243,1575
"NiWUE_FLT_1501","NiWUE_P24A_2_A_2022_grain","17341","N",4.061,1.45422396593111,1544
"NiWUE_FLT_1502","NiWUE_P24A_3_A_2022_grain","17342","N",2.733,1.4892704857197,1639
"NiWUE_FLT_1503","NiWUE_P24A_4_A_2022_grain","17343","N",4.669,1.69915042918823,1775
"NiWUE_FLT_1504","NiWUE_P24A_5_B_2022_grain","17344","N",1.842,1.88948725798099,2083
"NiWUE_FLT_1505","NiWUE_P24A_6_B_2022_grain","17345","N",2.851,1.65321585103714,1750
