"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_1108","NiWUE_DOK_N0_1_1996_grain","16695","N",3.14328571428571,2.35694828572267,2570
"NiWUE_FLT_1109","NiWUE_DOK_M2_1_1996_grain","16696","N",-1.05471428571429,2.30674918165197,2638
"NiWUE_FLT_1110","NiWUE_DOK_K2_1_1996_grain","16697","N",1.09228571428571,2.26329196021684,2437
"NiWUE_FLT_1111","NiWUE_DOK_N0_1_1996_straw","16698","N",-1.75471428571429,0.744397295985381,823
"NiWUE_FLT_1114","NiWUE_DOK_N0_1_1997_grain","16704","N",3.56028571428571,2.30861309541055,2492
"NiWUE_FLT_1115","NiWUE_DOK_M2_1_1997_grain","16705","N",-1.19871428571429,2.10902450608153,2390
"NiWUE_FLT_1116","NiWUE_DOK_K2_1_1997_grain","16706","N",2.15828571428571,1.91562806941887,2192
"NiWUE_FLT_1118","NiWUE_DOK_M2_1_1997_straw","16708","N",-1.85271428571429,0.742643013303854,857
"NiWUE_FLT_1120","NiWUE_DOK_N0_1_1998_grain","16710","N",2.88828571428571,2.07476344458613,2371
"NiWUE_FLT_1121","NiWUE_DOK_M2_1_1998_grain","16716","N",-0.179714285714286,2.42121996924695,2802
"NiWUE_FLT_1122","NiWUE_DOK_K2_1_1998_grain","16717","N",1.13428571428571,2.81940512386264,3073
"NiWUE_FLT_1126","NiWUE_DOK_N0_1_1999_grain","16721","N",7.58828571428571,2.01488508908694,2254
"NiWUE_FLT_1127","NiWUE_DOK_M2_1_1999_grain","16722","N",0.119285714285714,2.51244472038391,2706
"NiWUE_FLT_1128","NiWUE_DOK_K2_1_1999_grain","16725","N",2.0956,2.48613060505178,2847
"NiWUE_FLT_1129","NiWUE_DOK_N0_1_1999_straw","16726","N",4.7616,0.860388283726106,931
"NiWUE_FLT_1130","NiWUE_DOK_M2_1_1999_straw","16728","N",-0.9074,0.922242181395208,1046
