"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_1202","NiWUE_DOK_N0_1_2005_grain","16909","N",4.481,2.0624937732849,2186
"NiWUE_FLT_1203","NiWUE_DOK_M2_1_2005_grain","16915","N",1.361,2.6815392257259,3004
"NiWUE_FLT_1204","NiWUE_DOK_K2_1_2005_grain","16916","N",2.023,2.61063352173575,2841
"NiWUE_FLT_1208","NiWUE_DOK_N0_1_2006_grain","16920","N",5.838,2.24877862012259,2436
"NiWUE_FLT_1209","NiWUE_DOK_M2_1_2006_grain","16922","N",1.106,2.27467259413032,2481
"NiWUE_FLT_1210","NiWUE_DOK_K2_1_2006_grain","16923","N",2.568,2.57664720640399,2746
"NiWUE_FLT_1214","NiWUE_DOK_N0_1_2007_grain","16927","N",5.466,2.45438292066285,2611
"NiWUE_FLT_1215","NiWUE_DOK_M2_1_2007_grain","16928","N",0.434,2.35187714813967,2469
"NiWUE_FLT_1216","NiWUE_DOK_K2_1_2007_grain","16929","N",2.964,2.4814886095889,2704
"NiWUE_FLT_1217","NiWUE_DOK_N0_1_2007_straw","16932","N",0.8294,3.75825752318128,3999
"NiWUE_FLT_1220","NiWUE_DOK_N0_1_2009_grain","16936","N",3.2614,2.57485285809447,2765
"NiWUE_FLT_1221","NiWUE_DOK_M2_1_2009_grain","16937","N",0.5904,2.19018893948371,2341
"NiWUE_FLT_1222","NiWUE_DOK_K2_1_2009_grain","16938","N",1.9324,2.43972810769584,2539
"NiWUE_FLT_1226","NiWUE_DOK_N0_1_2010_grain","16947","N",2.9414,2.39044060810718,2525
"NiWUE_FLT_1227","NiWUE_DOK_M2_1_2010_grain","16948","N",-0.0946,2.77369158461693,2920
"NiWUE_FLT_1228","NiWUE_DOK_K2_1_2010_grain","16949","N",1.2914,2.59439354395757,2792
"NiWUE_FLT_1229","NiWUE_DOK_N0_1_2012_grain","16950","N",3.9854,2.5928902055458,2801
"NiWUE_FLT_1230","NiWUE_DOK_M2_1_2012_grain","16951","N",0.9014,2.42097975552617,2512
"NiWUE_FLT_1231","NiWUE_DOK_K2_1_2012_grain","16952","N",2.3134,2.71195926048086,2900
"NiWUE_FLT_1233","NiWUE_DOK_M2_1_2012_straw","16955","N",-0.1996,0.749932051361918,819
"NiWUE_FLT_1235","NiWUE_DOK_N0_1_2013_grain","16957","N",10.6554,2.06444744777929,2318
"NiWUE_FLT_1236","NiWUE_DOK_M2_1_2013_grain","16958","N",2.7514,2.26161158390594,2539
"NiWUE_FLT_1237","NiWUE_DOK_K2_1_2013_grain","16959","N",5.3234,2.47775805738134,2637
