"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_514","NiWUE_Rothamsted_3-1b_1965_grain","15736","N",0.805714285714286,1.85566933438855,2150
"NiWUE_FLT_516","NiWUE_Rothamsted_6-1b_1965_grain","15738","N",-1.47228571428571,1.57382882294729,1759
"NiWUE_FLT_517","NiWUE_Rothamsted_6-1b_1965_straw","15739","N",-1.09528571428571,0.892519731490546,1001
"NiWUE_FLT_518","NiWUE_Rothamsted_8-1b_1965_grain","15740","N",-4.40928571428571,2.34799515028537,2533
"NiWUE_FLT_519","NiWUE_Rothamsted_8-1b_1965_straw","15741","N",-5.47928571428571,0.767338664496588,837
"NiWUE_FLT_520","NiWUE_Rothamsted_031_1968_grain","15744","N",1.94271428571429,1.60415767958801,1739
"NiWUE_FLT_521","NiWUE_Rothamsted_061_1968_grain","15745","N",2.10671428571429,1.42519059544435,1595
"NiWUE_FLT_522","NiWUE_Rothamsted_071_1968_grain","15746","N",2.87071428571429,1.47207682433813,1602
"NiWUE_FLT_523","NiWUE_Rothamsted_081_1968_grain","15747","N",3.19671428571429,1.76895361917327,1947
"NiWUE_FLT_524","NiWUE_Rothamsted_091_1968_grain","15748","N",6.83471428571429,2.03113550447174,2267
"NiWUE_FLT_530","NiWUE_Rothamsted_031_1969_grain","15772","N",1.8864,1.40397941147526,1561
"NiWUE_FLT_532","NiWUE_Rothamsted_061_1969_grain","15774","N",1.9894,1.42332993545231,1623
"NiWUE_FLT_534","NiWUE_Rothamsted_071_1969_grain","15781","N",4.1544,1.62093608401999,1780
"NiWUE_FLT_536","NiWUE_Rothamsted_081_1969_grain","15783","N",2.7144,1.87612663597123,2174
"NiWUE_FLT_538","NiWUE_Rothamsted_091_1969_grain","15785","N",5.5594,2.02096125240958,2261
"NiWUE_FLT_540","NiWUE_Rothamsted_031_1970_grain","15759","N",1.39771428571429,1.69232918911029,1895
"NiWUE_FLT_542","NiWUE_Rothamsted_061_1970_grain","15761","N",1.60571428571429,1.98489183379599,2234
"NiWUE_FLT_544","NiWUE_Rothamsted_071_1970_grain","15765","N",1.1974,2.37265184633864,2670
"NiWUE_FLT_546","NiWUE_Rothamsted_081_1970_grain","15768","N",0.1334,2.26400966042803,2566
"NiWUE_FLT_548","NiWUE_Rothamsted_091_1970_grain","15770","N",2.9094,2.27672618361412,2468
"NiWUE_FLT_550","NiWUE_Rothamsted_031_1971_grain","15788","N",0.8824,1.66226031715643,1882
"NiWUE_FLT_552","NiWUE_Rothamsted_061_1971_grain","15790","N",1.0484,1.49296077721939,1616
"NiWUE_FLT_554","NiWUE_Rothamsted_071_1971_grain","15792","N",1.9154,1.6747662535317,1809
"NiWUE_FLT_556","NiWUE_Rothamsted_081_1971_grain","15794","N",2.1184,1.84960530703252,2026
"NiWUE_FLT_558","NiWUE_Rothamsted_091_1971_grain","15798","N",4.7276,1.91134704659464,2241
"NiWUE_FLT_560","NiWUE_Rothamsted_031_1972_grain","15801","N",0.6516,1.55790110813488,1739
"NiWUE_FLT_562","NiWUE_Rothamsted_061_1972_grain","15803","N",1.4116,1.48655579275332,1734
"NiWUE_FLT_564","NiWUE_Rothamsted_071_1972_grain","15805","N",2.2176,1.56012104913956,1725
"NiWUE_FLT_566","NiWUE_Rothamsted_081_1972_grain","15812","N",2.2206,2.14278949615322,2407
"NiWUE_FLT_568","NiWUE_Rothamsted_091_1972_grain","15814","N",4.3036,1.88846130564833,2145
"NiWUE_FLT_569","NiWUE_Rothamsted_091_1972_straw","15815","N",2.6356,0.76222848517287,884
"NiWUE_FLT_570","NiWUE_Rothamsted_031_1973_grain","15816","N",1.1326,1.69291414209864,1843
"NiWUE_FLT_572","NiWUE_Rothamsted_061_1973_grain","15818","N",1.3016,1.48575788208504,1733
"NiWUE_FLT_574","NiWUE_Rothamsted_071_1973_grain","15821","N",1.3676,1.76116495014304,1921
"NiWUE_FLT_576","NiWUE_Rothamsted_081_1973_grain","15823","N",1.5676,2.3396380417446,2528
"NiWUE_FLT_577","NiWUE_Rothamsted_081_1973_straw","15824","N",0.2206,0.921860702013582,1053
"NiWUE_FLT_578","NiWUE_Rothamsted_091_1973_grain","15825","N",4.6066,2.20972701107056,2447
"NiWUE_FLT_579","NiWUE_Rothamsted_091_1973_straw","15826","N",2.6086,0.983412221323724,1148
