"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_1240","NiWUE_DOK_K2_1_2013_straw","16967","C",-29.268,44.6232818262341,5327,"16967","N",3.42342857142857,0.462342450692047,522,96.5156492972703
"NiWUE_FLT_1241","NiWUE_DOK_N0_1_2015_grain","16968","C",-27.194,42.3125225273784,5088,"16968","N",5.91942857142857,2.14133901634937,2401,19.759842885371
"NiWUE_FLT_1242","NiWUE_DOK_M2_1_2015_grain","16969","C",-28.188,42.0704544792551,4829,"16969","N",1.98042857142857,2.45061399428933,2596,17.1673117746377
"NiWUE_FLT_1243","NiWUE_DOK_K2_1_2015_grain","16970","C",-28.188,42.4786419233101,5174,"16970","N",2.98742857142857,2.48833899515382,2835,17.0710831627201
"NiWUE_FLT_1244","NiWUE_DOK_N0_1_2017_grain","16971","C",-27.928,41.7589368170999,4850,"16971","N",4.44842857142857,1.78241445427383,1912,23.4282979006209
"NiWUE_FLT_1245","NiWUE_DOK_M2_1_2017_grain","16972","C",-28.331,41.875081156816,4873,"16972","N",0.550428571428571,2.42838538474849,2608,17.2440014751419
"NiWUE_FLT_1246","NiWUE_DOK_K2_1_2017_grain","16975","C",-28.311,41.9816699898778,4923,"16975","N",2.37742857142857,2.75312807823382,3014,15.2487166586197
"NiWUE_FLT_1247","NiWUE_DOK_N0_1_2017_straw","16976","C",-28.478,43.3268152362661,5102,"16976","N",2.43642857142857,0.510936906069679,563,84.7987583624608
"NiWUE_FLT_1248","NiWUE_DOK_M2_1_2017_straw","16977","C",-28.648,42.8382649924688,5017,"16977","N",-0.440571428571429,0.56868072660661,617,75.3292014098844
"NiWUE_FLT_1249","NiWUE_DOK_K2_1_2017_straw","16978","C",-28.832,42.4649482657559,5069,"16978","N",1.05842857142857,0.586754924612135,649,72.3725468411308
"NiWUE_FLT_1250","NiWUE_DOK_N0_1_2018_grain","16979","C",-26.339,41.8816472068532,5001,"16979","N",4.56942857142857,2.12306637848511,2348,19.7269607918418
"NiWUE_FLT_1251","NiWUE_DOK_M2_1_2018_grain","16980","C",-27.793,42.256396075797,5033,"16980","N",1.33542857142857,2.52636718707567,2797,16.7261498217564
"NiWUE_FLT_1252","NiWUE_DOK_K2_1_2018_grain","16981","C",-27.644,41.9722184228138,4998,"16981","N",2.10542857142857,2.40025513849123,2660,17.4865653862101
"NiWUE_FLT_1253","NiWUE_DOK_N0_1_2018_straw","16987","C",-28.539,42.0756821340646,4955,"16987","N",4.57742857142857,0.916975295440098,1003,45.8852952127468
"NiWUE_FLT_1254","NiWUE_DOK_M2_1_2018_straw","16988","C",-29.002,43.118623117483,5157,"16988","N",-0.290571428571428,0.596786057975076,665,72.251391501649
"NiWUE_FLT_1255","NiWUE_DOK_K2_1_2018_straw","16989","C",-29.113,42.8970678324554,4977,"16989","N",0.994428571428572,0.578290452410944,622,74.1791043819135
"NiWUE_FLT_1256","NiWUE_DOK_N0_1_2019_grain","16990","C",-27.155,42.3544912549987,5102,"16990","N",4.33942857142857,2.42632483768324,2721,17.4562328164767
"NiWUE_FLT_1257","NiWUE_DOK_M2_1_2019_grain","16991","C",-28.166,42.102999805805,5101,"16991","N",1.20842857142857,2.75114901873969,3113,15.3037874426346
"NiWUE_FLT_1258","NiWUE_DOK_K2_1_2019_grain","16992","C",-27.975,42.1321256335114,5033,"16992","N",3.21242857142857,2.71615140064115,3035,15.5116999823965
"NiWUE_FLT_1260","NiWUE_DOK_M2_1_2019_straw","16996","C",-28.5692,43.7459522137764,5193,"16996","N",-0.8772,0.639129186430937,704,68.4461813707259
"NiWUE_FLT_1261","NiWUE_DOK_K2_1_2019_straw","16997","C",-28.8752,43.2182921907876,5133,"16997","N",1.8628,0.790350584694155,872,54.6824321101906
"NiWUE_FLT_1262","NiWUE_DOK_N0_1_2020_grain","16999","C",-26.9842,41.7121495843484,5114,"16999","N",6.2668,2.28150136861752,2599,18.282763340889
"NiWUE_FLT_1263","NiWUE_DOK_M2_1_2020_grain","17000","C",-27.9062,41.8682657447322,4917,"17000","N",3.5798,2.40792200686334,2602,17.3877167223001
"NiWUE_FLT_1264","NiWUE_DOK_D1_1_2020_grain","17001","C",-27.9422,41.6928954588601,5025,"17001","N",4.1758,1.85332939121627,2056,22.4962144648765
"NiWUE_FLT_1265","NiWUE_DOK_D2_1_2020_grain","17002","C",-28.2982,41.7914704873898,4905,"17002","N",6.8948,2.03553088466681,2196,20.5309930702577
"NiWUE_FLT_1266","NiWUE_DOK_O1_1_2020_grain","17003","C",-28.1152,41.9366850132446,5136,"17003","N",4.9118,2.09861416184146,2388,19.9830372708657
"NiWUE_FLT_1267","NiWUE_DOK_O2_1_2020_grain","17004","C",-28.1752,41.7795468399092,4827,"17004","N",4.5368,1.97701613847802,2092,21.132628119097
"NiWUE_FLT_1268","NiWUE_DOK_K1_1_2020_grain","17005","C",-27.8652,41.9504402967961,4896,"17005","N",3.2138,1.99250149484998,2134,21.0541575026295
"NiWUE_FLT_1269","NiWUE_DOK_K2_1_2020_grain","17011","C",-28.2252,42.0131740384194,5048,"17011","N",2.7148,2.42386342278702,2707,17.3331441216732
"NiWUE_FLT_1270","NiWUE_DOK_N0_2_2020_grain","17012","C",-27.3452,41.5770270315944,4895,"17012","N",3.8018,1.87539805252816,2012,22.1697079057674
"NiWUE_FLT_1271","NiWUE_DOK_M2_2_2020_grain","17013","C",-27.9482,41.5865377118821,5050,"17013","N",3.2218,2.23980192289866,2505,18.5670604559811
"NiWUE_FLT_1272","NiWUE_DOK_D1_2_2020_grain","17014","C",-28.0832,41.346790222159,5001,"17014","N",4.4088,1.8793381381013,2093,22.0007189679723
"NiWUE_FLT_1273","NiWUE_DOK_D2_2_2020_grain","17015","C",-28.2722,41.3822578504958,4853,"17015","N",9.5798,2.00149808293599,2154,20.6756420120035
"NiWUE_FLT_1274","NiWUE_DOK_O1_2_2020_grain","17016","C",-27.8362,41.6740786649379,4860,"17016","N",5.0098,1.86429695307567,1964,22.3537771684844
"NiWUE_FLT_1275","NiWUE_DOK_O2_2_2020_grain","17018","C",-27.7752,41.6497816483198,5081,"17018","N",5.1168,1.82924814264256,2068,22.7687981074847
"NiWUE_FLT_1276","NiWUE_DOK_K1_2_2020_grain","17019","C",-27.9022,41.3192797554539,5071,"17019","N",2.7758,1.96061940448547,2225,21.0746051278103
"NiWUE_FLT_1277","NiWUE_DOK_K2_2_2020_grain","17020","C",-28.0712,41.8064009541902,4948,"17020","N",2.5618,2.41869136825492,2622,17.2847191265885
"NiWUE_FLT_1278","NiWUE_DOK_N0_3_2020_grain","17021","C",-27.4042,41.9251779253293,5098,"17021","N",3.5708,2.07860465085724,2340,20.1698663129802
"NiWUE_FLT_1279","NiWUE_DOK_M2_3_2020_grain","17022","C",-27.9542,41.7673539069026,4944,"17022","N",2.7658,2.4449762003331,2648,17.0829286195965
"NiWUE_FLT_1280","NiWUE_DOK_D1_3_2020_grain","17023","C",-27.9042,41.6150353444574,4990,"17023","N",3.8548,1.89457389446196,2104,21.9653799020996
"NiWUE_FLT_1281","NiWUE_DOK_D2_3_2020_grain","17024","C",-28.3792,41.505262153576,4929,"17024","N",6.2718,2.16830191792109,2391,19.1418279025321
"NiWUE_FLT_1282","NiWUE_DOK_O1_3_2020_grain","17025","C",-28.0202,41.5488691722358,4998,"17025","N",4.4228,1.97482741886591,2204,21.0392405813852
"NiWUE_FLT_1283","NiWUE_DOK_O2_3_2020_grain","17028","C",-28.3624,42.0741893650452,4954,"17028","N",4.6332,2.16278242916,2349,19.4537318214604
"NiWUE_FLT_1284","NiWUE_DOK_K1_3_2020_grain","17029","C",-27.6554,41.8709269272341,5136,"17029","N",3.3772,2.03253057120405,2324,20.6003922009548
