"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_514","NiWUE_Rothamsted_3-1b_1965_grain","15736","C",-24.0878571428571,43.2976974088178,5375
"NiWUE_FLT_515","NiWUE_Rothamsted_3-1b_1965_straw","15737","C",-25.8318571428571,42.6222342950512,5326
"NiWUE_FLT_516","NiWUE_Rothamsted_6-1b_1965_grain","15738","C",-24.3958571428571,43.5297069364238,5256
"NiWUE_FLT_517","NiWUE_Rothamsted_6-1b_1965_straw","15739","C",-26.4698571428571,44.1443898944068,5343
"NiWUE_FLT_518","NiWUE_Rothamsted_8-1b_1965_grain","15740","C",-24.4368571428571,43.6803792528008,5127
"NiWUE_FLT_519","NiWUE_Rothamsted_8-1b_1965_straw","15741","C",-26.3208571428571,45.56223921572,5375
"NiWUE_FLT_520","NiWUE_Rothamsted_031_1968_grain","15744","C",-24.5498571428571,43.2370874777039,5090
"NiWUE_FLT_521","NiWUE_Rothamsted_061_1968_grain","15745","C",-24.8258571428571,42.9169620287214,5185
"NiWUE_FLT_522","NiWUE_Rothamsted_071_1968_grain","15746","C",-24.7938571428571,42.9080431684312,5091
"NiWUE_FLT_523","NiWUE_Rothamsted_081_1968_grain","15747","C",-24.7268571428571,43.0128760224051,5132
"NiWUE_FLT_524","NiWUE_Rothamsted_091_1968_grain","15748","C",-25.0958571428571,42.9521727105097,5179
"NiWUE_FLT_525","NiWUE_Rothamsted_031_1968_straw","15749","C",-26.3488571428571,43.6506028994977,5164
"NiWUE_FLT_526","NiWUE_Rothamsted_061_1968_straw","15750","C",-26.2718571428571,44.810844025854,5219
"NiWUE_FLT_527","NiWUE_Rothamsted_071_1968_straw","15756","C",-25.9958571428571,45.6604573369797,5547
"NiWUE_FLT_528","NiWUE_Rothamsted_081_1968_straw","15757","C",-25.8138571428571,45.6402787555904,5350
"NiWUE_FLT_529","NiWUE_Rothamsted_091_1968_straw","15758","C",-25.6328571428571,45.5491199036344,5407
"NiWUE_FLT_530","NiWUE_Rothamsted_031_1969_grain","15772","C",-24.2702,41.4390837684296,5020
"NiWUE_FLT_531","NiWUE_Rothamsted_031_1969_straw","15773","C",-25.9002,43.8591352106394,5314
"NiWUE_FLT_532","NiWUE_Rothamsted_061_1969_grain","15774","C",-24.4222,43.68019963617,5347
"NiWUE_FLT_533","NiWUE_Rothamsted_061_1969_straw","15780","C",-25.9322,45.2362458815315,5404
"NiWUE_FLT_534","NiWUE_Rothamsted_071_1969_grain","15781","C",-25.0022,42.8744942488482,5108
"NiWUE_FLT_535","NiWUE_Rothamsted_071_1969_straw","15782","C",-25.9652,45.4186126013485,5566
"NiWUE_FLT_536","NiWUE_Rothamsted_081_1969_grain","15783","C",-24.3352,43.5066895743075,5387
"NiWUE_FLT_537","NiWUE_Rothamsted_081_1969_straw","15784","C",-26.0112,45.8220279361623,5513
