"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_1438","NiWUE_FAST_C-IT_CC_halfN_2_2023_grain","17255","C",-26.2454285714286,44.1446521867218,5221,"17255","N",-0.185666666666667,1.89260139599486,2067,23.324854499284
"NiWUE_FLT_1439","NiWUE_FAST_C-IT_CC_normN_2_2023_grain","17256","C",-26.4334285714286,43.7498196977189,5064,"17256","N",-0.724666666666667,2.44476425669884,2607,17.8953122280977
"NiWUE_FLT_1444","NiWUE_RELOAD_C-IT_none_normN_1_2019_grain","17263","C",-26.6524285714286,43.5030430034198,5260,"17263","N",-3.64666666666667,1.95274407353124,2195,22.2779029741215
"NiWUE_FLT_1445","NiWUE_RELOAD_O-IT_none_normN_1_2019_grain","17264","C",-27.3804285714286,43.3031328034856,5086,"17264","N",1.90933333333333,1.77068356869865,1915,24.455602101346
"NiWUE_FLT_1446","NiWUE_RELOAD_C-IT_none_normN_2_2019_grain","17265","C",-27.5964285714286,43.7248576159141,5189,"17265","N",-1.13966666666667,2.15400038246129,2385,20.2993731904316
"NiWUE_FLT_1447","NiWUE_RELOAD_O-IT_none_normN_2_2019_grain","17266","C",-27.8034285714286,43.5374263121657,5042,"17266","N",2.15933333333333,1.56207833913862,1666,27.8714743181022
"NiWUE_FLT_1448","NiWUE_RELOAD_C-IT_none_normN_3_2019_grain","17267","C",-27.3054285714286,43.5663484311469,5072,"17267","N",-1.65766666666667,2.35504522477382,2514,18.4991557583915
"NiWUE_FLT_1449","NiWUE_RELOAD_O-IT_none_normN_3_2019_grain","17268","C",-27.8984285714286,43.7870649311427,4993,"17268","N",3.37233333333333,1.85364784032592,1954,23.6221055469974
"NiWUE_FLT_1450","NiWUE_RELOAD_C-IT_none_normN_4_2019_grain","17269","C",-27.0964285714286,43.6322566781831,5035,"17269","N",-2.00366666666667,2.42863920860623,2563,17.9657219250871
"NiWUE_FLT_1451","NiWUE_RELOAD_O-IT_none_normN_4_2019_grain","17275","C",-27.4634285714286,43.5446115985942,4994,"17275","N",2.30733333333333,2.04267108008317,2156,21.3174857289413
"NiWUE_FLT_1452","NiWUE_RELOAD_C-IT_none_normN_1_2019_straw","17276","C",-27.8104285714286,45.5572391058467,5270,"17276","N",-3.92766666666667,0.489882363443256,525,92.9962834049316
"NiWUE_FLT_1454","NiWUE_RELOAD_C-IT_none_normN_2_2019_straw","17278","C",-28.9124285714286,44.7557503764541,5243,"17278","N",-1.96066666666667,0.55153086597817,601,81.1482242196497
"NiWUE_FLT_1456","NiWUE_RELOAD_C-IT_none_normN_3_2019_straw","17280","C",-28.5864285714286,44.5008386446718,5303,"17280","N",-3.08366666666667,0.631268881716491,696,70.4942694524543
"NiWUE_FLT_1458","NiWUE_RELOAD_C-IT_none_normN_4_2019_straw","17284","C",-28.3926,45.1649944008256,5415,"17284","N",-2.683,0.508977786965488,567,88.73667094609
"NiWUE_FLT_1460","NiWUE_P24A_1_A_2016_grain","17287","C",-27.0956,42.9304965987808,5099,"17287","N",0.265,1.60183263778298,1763,26.800862703234
"NiWUE_FLT_1461","NiWUE_P24A_5_B_2016_grain","17288","C",-27.1006,42.6624240132367,4994,"17288","N",-1.15,1.65275961890844,1767,25.8128426694095
"NiWUE_FLT_1462","NiWUE_P24A_9_C_2016_grain","17289","C",-27.0306,42.762882834134,4917,"17289","N",-1.21,2.08820968096225,2202,20.4782514054952
"NiWUE_FLT_1463","NiWUE_P24A_13_D_2016_grain","17290","C",-27.7056,42.9255946279438,5091,"17290","N",-2.075,2.42659474503749,2663,17.6896429516008
"NiWUE_FLT_1468","NiWUE_P24A_1_A_2018_grain","17293","C",-26.9376,43.2187484842018,5235,"17293","N",1.19,2.21891440615054,2492,19.4774293070545
"NiWUE_FLT_1469","NiWUE_P24A_2_A_2018_grain","17299","C",-26.3756,42.8458259261349,5001,"17299","N",4.641,2.0239610005301,2166,21.1692942279585
"NiWUE_FLT_1470","NiWUE_P24A_3_A_2018_grain","17300","C",-26.9006,42.479635944887,4888,"17300","N",2.375,2.03776868298484,2136,20.846152117062
"NiWUE_FLT_1471","NiWUE_P24A_4_A_2018_grain","17301","C",-26.7726,42.8773007129373,4965,"17301","N",4.332,2.05788084350304,2187,20.8356576369841
"NiWUE_FLT_1472","NiWUE_P24A_5_B_2018_grain","17302","C",-27.5436,43.4814776731829,5126,"17302","N",-1.792,1.72248925303418,1867,25.2433956244371
"NiWUE_FLT_1473","NiWUE_P24A_6_B_2018_grain","17303","C",-27.7666,43.1693999909254,5171,"17303","N",2.525,1.68673326355783,1871,25.5934953816397
"NiWUE_FLT_1474","NiWUE_P24A_7_B_2018_grain","17304","C",-27.5656,44.0086036929526,5142,"17304","N",-1.397,1.95798570171544,2107,22.4764683697106
"NiWUE_FLT_1475","NiWUE_P24A_8_B_2018_grain","17306","C",-27.8886,43.2358429805727,5068,"17306","N",2.498,1.71848408405276,1876,25.159292065486
