"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_1241","NiWUE_DOK_N0_1_2015_grain","16968","N",5.91942857142857,2.14133901634937,2401
"NiWUE_FLT_1242","NiWUE_DOK_M2_1_2015_grain","16969","N",1.98042857142857,2.45061399428933,2596
"NiWUE_FLT_1243","NiWUE_DOK_K2_1_2015_grain","16970","N",2.98742857142857,2.48833899515382,2835
"NiWUE_FLT_1244","NiWUE_DOK_N0_1_2017_grain","16971","N",4.44842857142857,1.78241445427383,1912
"NiWUE_FLT_1245","NiWUE_DOK_M2_1_2017_grain","16972","N",0.550428571428571,2.42838538474849,2608
"NiWUE_FLT_1246","NiWUE_DOK_K2_1_2017_grain","16975","N",2.37742857142857,2.75312807823382,3014
"NiWUE_FLT_1250","NiWUE_DOK_N0_1_2018_grain","16979","N",4.56942857142857,2.12306637848511,2348
"NiWUE_FLT_1251","NiWUE_DOK_M2_1_2018_grain","16980","N",1.33542857142857,2.52636718707567,2797
"NiWUE_FLT_1252","NiWUE_DOK_K2_1_2018_grain","16981","N",2.10542857142857,2.40025513849123,2660
"NiWUE_FLT_1253","NiWUE_DOK_N0_1_2018_straw","16987","N",4.57742857142857,0.916975295440098,1003
"NiWUE_FLT_1256","NiWUE_DOK_N0_1_2019_grain","16990","N",4.33942857142857,2.42632483768324,2721
"NiWUE_FLT_1257","NiWUE_DOK_M2_1_2019_grain","16991","N",1.20842857142857,2.75114901873969,3113
"NiWUE_FLT_1258","NiWUE_DOK_K2_1_2019_grain","16992","N",3.21242857142857,2.71615140064115,3035
"NiWUE_FLT_1261","NiWUE_DOK_K2_1_2019_straw","16997","N",1.8628,0.790350584694155,872
"NiWUE_FLT_1262","NiWUE_DOK_N0_1_2020_grain","16999","N",6.2668,2.28150136861752,2599
"NiWUE_FLT_1263","NiWUE_DOK_M2_1_2020_grain","17000","N",3.5798,2.40792200686334,2602
"NiWUE_FLT_1264","NiWUE_DOK_D1_1_2020_grain","17001","N",4.1758,1.85332939121627,2056
"NiWUE_FLT_1265","NiWUE_DOK_D2_1_2020_grain","17002","N",6.8948,2.03553088466681,2196
"NiWUE_FLT_1266","NiWUE_DOK_O1_1_2020_grain","17003","N",4.9118,2.09861416184146,2388
"NiWUE_FLT_1267","NiWUE_DOK_O2_1_2020_grain","17004","N",4.5368,1.97701613847802,2092
"NiWUE_FLT_1268","NiWUE_DOK_K1_1_2020_grain","17005","N",3.2138,1.99250149484998,2134
"NiWUE_FLT_1269","NiWUE_DOK_K2_1_2020_grain","17011","N",2.7148,2.42386342278702,2707
"NiWUE_FLT_1270","NiWUE_DOK_N0_2_2020_grain","17012","N",3.8018,1.87539805252816,2012
"NiWUE_FLT_1271","NiWUE_DOK_M2_2_2020_grain","17013","N",3.2218,2.23980192289866,2505
"NiWUE_FLT_1272","NiWUE_DOK_D1_2_2020_grain","17014","N",4.4088,1.8793381381013,2093
"NiWUE_FLT_1273","NiWUE_DOK_D2_2_2020_grain","17015","N",9.5798,2.00149808293599,2154
"NiWUE_FLT_1274","NiWUE_DOK_O1_2_2020_grain","17016","N",5.0098,1.86429695307567,1964
"NiWUE_FLT_1275","NiWUE_DOK_O2_2_2020_grain","17018","N",5.1168,1.82924814264256,2068
"NiWUE_FLT_1276","NiWUE_DOK_K1_2_2020_grain","17019","N",2.7758,1.96061940448547,2225
"NiWUE_FLT_1277","NiWUE_DOK_K2_2_2020_grain","17020","N",2.5618,2.41869136825492,2622
"NiWUE_FLT_1278","NiWUE_DOK_N0_3_2020_grain","17021","N",3.5708,2.07860465085724,2340
"NiWUE_FLT_1279","NiWUE_DOK_M2_3_2020_grain","17022","N",2.7658,2.4449762003331,2648
"NiWUE_FLT_1280","NiWUE_DOK_D1_3_2020_grain","17023","N",3.8548,1.89457389446196,2104
"NiWUE_FLT_1281","NiWUE_DOK_D2_3_2020_grain","17024","N",6.2718,2.16830191792109,2391
"NiWUE_FLT_1282","NiWUE_DOK_O1_3_2020_grain","17025","N",4.4228,1.97482741886591,2204
"NiWUE_FLT_1283","NiWUE_DOK_O2_3_2020_grain","17028","N",4.6332,2.16278242916,2349
"NiWUE_FLT_1284","NiWUE_DOK_K1_3_2020_grain","17029","N",3.3772,2.03253057120405,2324
"NiWUE_FLT_1285","NiWUE_DOK_K2_3_2020_grain","17031","N",2.6472,2.40133439217538,2593
"NiWUE_FLT_1286","NiWUE_DOK_N0_4_2020_grain","17032","N",4.3482,2.1195092706075,2338
"NiWUE_FLT_1287","NiWUE_DOK_M2_4_2020_grain","17033","N",2.0042,2.41212813350405,2632
"NiWUE_FLT_1288","NiWUE_DOK_D1_4_2020_grain","17034","N",5.5332,2.10189944214681,2289
"NiWUE_FLT_1289","NiWUE_DOK_D2_4_2020_grain","17035","N",9.1162,2.25257279292135,2511
"NiWUE_FLT_1290","NiWUE_DOK_O1_4_2020_grain","17036","N",4.1222,1.97758832643508,2174
"NiWUE_FLT_1291","NiWUE_DOK_O2_4_2020_grain","17037","N",4.4022,1.94379804596372,2161
"NiWUE_FLT_1292","NiWUE_DOK_K1_4_2020_grain","17043","N",2.5162,2.10764037738031,2401
"NiWUE_FLT_1293","NiWUE_DOK_K2_4_2020_grain","17044","N",1.9222,2.37109492480646,2561
