"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_72","NiWUE_BL_Var.18_2018_grain","14466","C",-28.0518571428571,40.5414685367801,4608,"14466","N",-0.909428571428571,1.08564705260209,1130,37.3431387665172
"NiWUE_FLT_73","NiWUE_BL_Var.1_2019_grain","14469","C",-23.6688571428571,41.7274472281339,4768,"14469","N",4.18157142857143,2.96503967347777,3113,14.0731497124255
"NiWUE_FLT_74","NiWUE_BL_Var.6_2019_grain","14470","C",-24.6118571428571,41.1789909582415,4712,"14470","N",6.86457142857143,1.65512767376958,1734,24.8796462114948
"NiWUE_FLT_75","NiWUE_BL_Var.13_2019_grain","14471","C",-23.8428571428571,41.7506722242535,4769,"14471","N",0.702571428571429,2.96860198127094,3116,14.0640855485715
"NiWUE_FLT_76","NiWUE_BL_Var.18_2019_grain","14472","C",-27.2178571428571,40.700080834384,4870,"14472","N",-0.489428571428571,0.951452568380014,1061,42.7767838219007
"NiWUE_FLT_77","NiWUE_BL_Var.1_2020_grain","14473","C",-24.4348571428571,41.9287222456014,4784,"14473","N",5.75657142857143,3.27556015952985,3441,12.8004738742517
"NiWUE_FLT_78","NiWUE_BL_Var.6_2020_grain","14474","C",-25.7138571428571,40.6229711574598,4783,"14474","N",6.84657142857143,1.14255869502713,1243,35.5543845005662
"NiWUE_FLT_79","NiWUE_BL_Var.13_2020_grain","14475","C",-25.7028571428571,41.8516385679091,4979,"14475","N",2.62457142857143,2.60017521065519,2879,16.0956993961047
"NiWUE_FLT_80","NiWUE_BL_Var.18_2020_grain","14481","C",-27.4218571428571,40.4303462379648,4653,"14481","N",2.30057142857143,0.8504083191102,891,47.5422750805964
"NiWUE_FLT_81","NiWUE_BL_Var.1_2021_grain","14482","C",-26.2728571428571,41.6627652244511,4920,"14482","N",4.85057142857143,2.88630775504159,3159,14.4346233182091
"NiWUE_FLT_82","NiWUE_BL_Var.6_2021_grain","14483","C",-26.9928571428571,41.0154829853632,4768,"14483","N",7.44657142857143,1.42239451234373,1520,28.8355182963836
"NiWUE_FLT_83","NiWUE_BL_Var.13_2021_grain","14484","C",-25.8768571428571,41.7945105412115,4851,"14484","N",2.03057142857143,3.03186855632839,3256,13.7850667879299
"NiWUE_FLT_84","NiWUE_BL_Var.18_2021_grain","14485","C",-28.0548571428571,40.5510071425175,4705,"14485","N",-0.394428571428571,1.12962799338547,1201,35.8976648772548
"NiWUE_FLT_85","NiWUE_BL_Var.1_2022_grain","14486","C",-25.5758571428571,41.6422368753562,4684,"14486","N",4.77357142857143,2.55843428449708,2651,16.2764535824464
"NiWUE_FLT_86","NiWUE_BL_Var.6_2022_grain","14487","C",-26.3278571428571,41.1753360159097,4712,"14487","N",8.00057142857143,1.68483479420664,1772,24.4387972978077
"NiWUE_FLT_87","NiWUE_BL_Var.13_2022_grain","14490","C",-26.357,41.3534434402984,4858,"14490","N",2.3596,1.94220102261141,2117,21.2920511104952
"NiWUE_FLT_88","NiWUE_BL_Var.18_2022_grain","14491","C",-27.619,40.7936208897123,4837,"14491","N",0.4316,0.949828261063716,1044,42.9484176897699
"NiWUE_FLT_89","NiWUE_BL_Var.1_2023_grain","14493","C",-25.548,41.8684269793355,4762,"14493","N",5.0596,2.88163664282086,3017,14.5293915121617
"NiWUE_FLT_90","NiWUE_BL_Var.6_2023_grain","14494","C",-27.357,40.8295130913517,4787,"14494","N",5.3846,1.01135954564772,1088,40.3709178076751
"NiWUE_FLT_91","NiWUE_BL_Var.13_2023_grain","14495","C",-25.961,41.8503918590187,4912,"14495","N",1.8556,2.38134474374512,2608,17.5742684753829
"NiWUE_FLT_92","NiWUE_BL_Var.18_2023_grain","14496","C",-27.87,40.6727510818133,4782,"14496","N",0.3856,0.894781838066561,969,45.4554946820319
"NiWUE_FLT_93","NiWUE_BL_Var.1_2024_grain","14497","C",-28.042,41.4002626796792,4708,"14497","N",4.9066,2.33186001020345,2437,17.7541801388271
"NiWUE_FLT_94","NiWUE_BL_Var.6_2024_grain","14498","C",-27.67,40.6006074307602,4687,"14498","N",6.0176,1.12373745134442,1189,36.1299762521807
"NiWUE_FLT_95","NiWUE_BL_Var.13_2024_grain","14499","C",-27.912,40.8893557788765,4877,"14499","N",1.8096,1.40718143635928,1559,29.0576287622634
"NiWUE_FLT_96","NiWUE_BL_Var.18_2024_grain","14505","C",-27.534,40.5857032748815,4594,"14505","N",3.0586,1.00237027402991,1028,40.4897315157917
"NiWUE_FLT_97","NiWUE_AS_1a_1957-1960_grain","14530","C",-24.3296,41.628550158554,4814,"14530","N",-0.0266,1.52116277714429,1625,27.3662692671879
"NiWUE_FLT_98","NiWUE_AS_8p_1957-1960_grain","14531","C",-24.1566,41.8047566694157,4909,"14531","N",1.4424,1.60300451593386,1727,26.0790011842616
"NiWUE_FLT_99","NiWUE_AS_9k_1957-1960_grain","14537","C",-23.9316,41.7746163260125,4872,"14537","N",2.5044,1.77575980160362,1889,23.5249250987028
