"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_1372","NiWUE_FAST_O-IT_CC_halfN_3_2019_grain","17159","C",-27.85,41.486704347012,4960,"17159","N",2.922,1.71730084843642,1893,24.1580876086943
"NiWUE_FLT_1373","NiWUE_FAST_O-IT_CC_normN_3_2019_grain","17160","C",-28.44,41.4437625334417,5015,"17160","N",4.039,1.86158678710149,2090,22.2626002830467
"NiWUE_FLT_1374","NiWUE_FAST_C-IT_CC_halfN_3_2019_grain","17161","C",-28.402,41.4302771741853,4932,"17161","N",0.251,1.72646921778771,1895,23.9971131528622
"NiWUE_FLT_1375","NiWUE_FAST_C-IT_CC_normN_3_2019_grain","17162","C",-28.027,41.9440815814643,4960,"17162","N",-1.065,2.42759569753388,2672,17.2780342394222
"NiWUE_FLT_1376","NiWUE_FAST_O-IT_CC_halfN_4_2019_grain","17163","C",-28.071,41.3175321433052,4744,"17163","N",2.132,1.54205319621898,1620,26.7938435876359
"NiWUE_FLT_1377","NiWUE_FAST_O-IT_CC_normN_4_2019_grain","17164","C",-27.524,41.4421658812705,4917,"17164","N",2.647,1.7382314325147,1903,23.8415697162466
"NiWUE_FLT_1378","NiWUE_FAST_C-IT_CC_halfN_4_2019_grain","17167","C",-28.313,41.6120041915351,5059,"17167","N",-0.593,1.87900610752703,2118,22.1457524937484
"NiWUE_FLT_1379","NiWUE_FAST_C-IT_CC_normN_4_2019_grain","17168","C",-27.556,41.394014510086,4889,"17168","N",-1.694,2.30180490359745,2510,17.9832853972081
"NiWUE_FLT_1387","NiWUE_FAST_C-IT_CC_normN_2_2019_straw","17181","C",-28.682,43.6009867476212,5173,"17181","N",-3.01,0.622792084812161,684,70.0088967263796
"NiWUE_FLT_1391","NiWUE_FAST_C-IT_CC_normN_3_2019_straw","17185","C",-28.467,44.9675295909624,5150,"17185","N",-2.032,0.545970955713205,546,82.3624940491953
"NiWUE_FLT_1395","NiWUE_FAST_C-IT_CC_normN_4_2019_straw","17192","C",-28.972,43.8561199627338,5020,"17192","N",-3.0106,0.501539179165712,503,87.4430588567108
"NiWUE_FLT_1396","NiWUE_FAST_O-IT_CC_halfN_1_2020_grain","17193","C",-27.291,41.2440757145246,4863,"17193","N",3.1664,1.68151182328316,1788,24.5279724730066
"NiWUE_FLT_1397","NiWUE_FAST_O-IT_CC_normN_1_2020_grain","17194","C",-27.158,40.8990115834889,4895,"17194","N",3.7004,1.65800421539006,1822,24.6676161639717
"NiWUE_FLT_1398","NiWUE_FAST_C-IT_CC_halfN_1_2020_grain","17195","C",-27.049,41.2838961642335,4990,"17195","N",0.5974,1.697109852566,1872,24.3260011140782
"NiWUE_FLT_1399","NiWUE_FAST_C-IT_CC_normN_1_2020_grain","17196","C",-26.879,41.1782647019507,4770,"17196","N",-0.5486,2.19127826924563,2341,18.7918920567431
"NiWUE_FLT_1400","NiWUE_FAST_O-IT_CC_halfN_2_2020_grain","17197","C",-26.608,41.2295319935217,4812,"17197","N",3.4704,1.69481022393926,1811,24.3269313644401
"NiWUE_FLT_1401","NiWUE_FAST_O-IT_CC_normN_2_2020_grain","17203","C",-26.911,41.084085479164,4756,"17203","N",3.3344,1.62516227948896,1696,25.2799895725386
"NiWUE_FLT_1402","NiWUE_FAST_C-IT_CC_halfN_2_2020_grain","17204","C",-27.025,41.104066214351,4931,"17204","N",0.7514,1.65696667893133,1821,24.8068152105879
"NiWUE_FLT_1403","NiWUE_FAST_C-IT_CC_normN_2_2020_grain","17205","C",-27.32,41.2855238978793,4832,"17205","N",0.7444,2.34197539754686,2497,17.6285045270435
"NiWUE_FLT_1404","NiWUE_FAST_O-IT_CC_halfN_3_2020_grain","17206","C",-27.294,40.9379263085773,4896,"17206","N",3.0654,1.57740816964729,1728,25.9526526464809
"NiWUE_FLT_1405","NiWUE_FAST_O-IT_CC_normN_3_2020_grain","17207","C",-27.204,41.0444984193423,4847,"17207","N",3.6864,1.63448070774779,1775,25.1116444659044
"NiWUE_FLT_1406","NiWUE_FAST_C-IT_CC_halfN_3_2020_grain","17208","C",-26.98,40.7927232117119,4910,"17208","N",1.1944,1.52742402878027,1672,26.7068753948353
"NiWUE_FLT_1407","NiWUE_FAST_C-IT_CC_normN_3_2020_grain","17210","C",-27.199,41.4433428507979,5021,"17210","N",0.3424,2.1705621402683,2436,19.0933685251117
"NiWUE_FLT_1408","NiWUE_FAST_O-IT_CC_halfN_4_2020_grain","17211","C",-26.93,40.7285406499593,4977,"17211","N",3.3314,1.43385381071649,1582,28.4049464077564
"NiWUE_FLT_1409","NiWUE_FAST_O-IT_CC_normN_4_2020_grain","17212","C",-26.526,41.3260944973145,4964,"17212","N",2.7424,1.73435546418185,1920,23.8279264838072
"NiWUE_FLT_1410","NiWUE_FAST_C-IT_CC_halfN_4_2020_grain","17213","C",-27.201,41.3580932583125,4810,"17213","N",0.6944,1.98848970604961,2108,20.7987464720024
"NiWUE_FLT_1411","NiWUE_FAST_C-IT_CC_normN_4_2020_grain","17214","C",-26.668,41.3401109261968,4756,"17214","N",0.4064,2.19027902750353,2281,18.8743582014371
"NiWUE_FLT_1413","NiWUE_FAST_O-IT_CC_normN_1_2020_straw","17216","C",-27.602,42.5614592236225,5052,"17216","N",3.7754,0.519226203393262,572,81.970938572579
"NiWUE_FLT_1415","NiWUE_FAST_C-IT_CC_normN_1_2020_straw","17220","C",-27.478,44.1631005054186,5091,"17220","N",-1.1688,0.625973856893779,672,70.5510302372141
"NiWUE_FLT_1419","NiWUE_FAST_C-IT_CC_normN_2_2020_straw","17225","C",-27.884,43.3109072616687,5141,"17225","N",-1.0978,0.536202268979808,589,80.7734501834038
"NiWUE_FLT_1423","NiWUE_FAST_C-IT_CC_normN_3_2020_straw","17229","C",-28.248,43.3496483929912,5157,"17229","N",-0.8748,0.474023971494733,525,91.450329518774
"NiWUE_FLT_1427","NiWUE_FAST_C-IT_CC_normN_4_2020_straw","17238","C",-27.515,43.8280712083889,5016,"17238","N",-1.1628,0.616987631874014,644,71.0355750167426
"NiWUE_FLT_1428","NiWUE_FAST_O-IT_CC_halfN_2_2022_grain","17239","C",-28.092,43.7980781272721,5203,"17239","N",1.8862,2.11930044644008,2364,20.6662902378199
"NiWUE_FLT_1429","NiWUE_FAST_O-IT_CC_normN_2_2022_grain","17240","C",-27.929,43.5735772528283,5200,"17240","N",1.8202,2.16276562441183,2431,20.1471563820875
"NiWUE_FLT_1430","NiWUE_FAST_C-IT_CC_halfN_2_2022_grain","17241","C",-27.296,43.912821656714,5107,"17241","N",-0.5318,2.27640795652832,2467,19.2904007081771
"NiWUE_FLT_1431","NiWUE_FAST_C-IT_CC_normN_2_2022_grain","17243","C",-27.653,43.9909109441218,5144,"17243","N",-0.2108,2.53192470537372,2771,17.374494135136
"NiWUE_FLT_1435","NiWUE_FAST_C-IT_CC_normN_2_2022_straw","17247","C",-29.293,44.5353900110964,5274,"17247","N",-2.1078,0.540654119037535,595,82.3731632533896
"NiWUE_FLT_1436","NiWUE_FAST_O-IT_CC_halfN_2_2023_grain","17248","C",-26.357,43.2503693285535,4956,"17248","N",1.9912,1.80667873607755,1904,23.9391588913332
