"massspectroscopy_ID","UID","Analysis_C","atom_C","delta_C","percentage_C","amplitude_C","Analysis_N","atom_N","delta_N","percentage_N","amplitude_N","C_N_ratio"
"NiWUE_FLT_1042","NiWUE_Rothamsted_061_2020_grain","16599","C",-27.0727142857143,43.9425354903418,5669,"16599","N",3.15628571428571,1.78820671363062,2016,24.5735211457319
"NiWUE_FLT_1044","NiWUE_Rothamsted_071_2020_grain","16601","C",-27.1827142857143,43.8000319243797,5607,"16601","N",4.09728571428571,2.00598449847836,2237,21.8346811541186
"NiWUE_FLT_1046","NiWUE_Rothamsted_081_2020_grain","16603","C",-27.0667142857143,44.1903883350015,5827,"16603","N",3.81328571428571,2.35375028683643,2737,18.7744590333734
"NiWUE_FLT_1048","NiWUE_Rothamsted_091_2020_grain","16607","C",-26.9647142857143,44.1869357340466,5779,"16607","N",2.09828571428571,2.45298694577203,2820,18.0135225791589
"NiWUE_FLT_1049","NiWUE_Rothamsted_091_2020_straw","16608","C",-27.8377142857143,45.632344125297,5776,"16608","N",0.155285714285714,0.506909405525611,562,90.0207090811052
"NiWUE_FLT_1050","NiWUE_Rothamsted_031_2021_grain","16609","C",-26.9267142857143,43.5536576584127,5770,"16609","N",1.79228571428571,1.44600790602581,1681,30.119930518302
"NiWUE_FLT_1052","NiWUE_Rothamsted_061_2021_grain","16611","C",-26.8357142857143,43.8991690147053,5679,"16611","N",3.64128571428571,1.548074726867,1751,28.3572674192211
"NiWUE_FLT_1054","NiWUE_Rothamsted_071_2021_grain","16613","C",-27.7247142857143,43.7528381987043,5726,"16613","N",4.80928571428571,1.70231610634586,1948,25.7019469155013
"NiWUE_FLT_1055","NiWUE_Rothamsted_071_2021_straw","16619","C",-27.0547142857143,45.5861889630405,5803,"16619","N",1.70528571428571,0.491916923431607,550,92.6705034765459
"NiWUE_FLT_1056","NiWUE_Rothamsted_081_2021_grain","16620","C",-27.4557142857143,43.8850932315149,5468,"16620","N",6.11628571428571,2.02043186318096,2175,21.7206499418507
"NiWUE_FLT_1057","NiWUE_Rothamsted_081_2021_straw","16621","C",-27.0107142857143,45.4923318454917,5635,"16621","N",2.43028571428571,0.542199751639964,582,83.9032694277217
"NiWUE_FLT_1058","NiWUE_Rothamsted_091_2021_grain","16622","C",-27.2497142857143,43.9962031349934,5792,"16622","N",4.71028571428571,2.17540675154053,2511,20.2243571708312
"NiWUE_FLT_1059","NiWUE_Rothamsted_091_2021_straw","16623","C",-26.7687142857143,45.4227043260573,5801,"16623","N",2.05528571428571,0.596956120058841,663,76.0905245792271
"NiWUE_FLT_1060","NiWUE_Rothamsted_031_2022_grain","16624","C",-25.5527142857143,43.4204722192797,5709,"16624","N",1.42728571428571,1.26701739713935,1453,34.2698311146426
"NiWUE_FLT_1062","NiWUE_Rothamsted_061_2022_grain","16628","C",-24.489,43.4805727177203,5695,"16628","N",2.4962,1.78075220283558,2035,24.4169697774255
"NiWUE_FLT_1064","NiWUE_Rothamsted_071_2022_grain","16631","C",-25.287,44.4262327581549,5721,"16631","N",2.1092,1.90308067191611,2143,23.3443770480967
"NiWUE_FLT_1066","NiWUE_Rothamsted_081_2022_grain","16633","C",-24.864,44.2035563074776,5796,"16633","N",2.0382,2.22035439917546,2553,19.908333698392
"NiWUE_FLT_1067","NiWUE_Rothamsted_081_2022_straw","16634","C",-26.899,45.3620780399227,5951,"16634","N",-0.6528,0.527400897751075,596,86.0106196886547
"NiWUE_FLT_1068","NiWUE_Rothamsted_091_2022_grain","16635","C",-24.304,44.0131640436506,5695,"16635","N",0.6952,2.33785966798303,2653,18.8262643162079
"NiWUE_FLT_1069","NiWUE_Rothamsted_091_2022_straw","16636","C",-26.666,45.619441845306,5839,"16636","N",-0.2758,0.490813312120436,532,92.9466269939148
"NiWUE_FLT_1070","NiWUE_Rothamsted_31_2023_grain","16637","C",-24.29,43.8677733899171,5786,"16637","N",1.8762,1.43792525993613,1670,30.5076867429575
"NiWUE_FLT_1071","NiWUE_Rothamsted_61_2023_grain","16644","C",-25.79,43.1937912645519,5710,"16644","N",2.2312,1.499402130174,1731,28.8073428704142
"NiWUE_FLT_1072","NiWUE_Rothamsted_71_2023_grain","16645","C",-25.554,43.4559086925638,5616,"16645","N",2.8972,1.69802165052491,1909,25.5920816316626
"NiWUE_FLT_1073","NiWUE_Rothamsted_81_2023_grain","16646","C",-25.263,43.698510205818,5685,"16646","N",2.4142,1.93350936780783,2203,22.60061985392
"NiWUE_FLT_1074","NiWUE_Rothamsted_91_2023_grain","16647","C",-25.554,43.6865677193023,5508,"16647","N",2.0192,2.11968605338085,2319,20.609923648657
"NiWUE_FLT_1079","NiWUE_Rothamsted_91_2023_straw","16652","C",-27.146,45.7501500897711,5762,"16652","N",-0.7918,0.492457611768488,542,92.901701580925
