"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_448","NiWUE_Rothamsted_3_1908_grain","15520","C",-23.9918571428571,42.4529471279267,5126
"NiWUE_FLT_449","NiWUE_Rothamsted_6_1910_grain","15521","C",-24.4988571428571,42.8229168889532,5032
"NiWUE_FLT_450","NiWUE_Rothamsted_6_1910_straw","15522","C",-25.8848571428571,43.8774969143832,5134
"NiWUE_FLT_451","NiWUE_Rothamsted_8_1910_straw","15523","C",-26.6288571428571,44.5645456931258,5200
"NiWUE_FLT_452","NiWUE_Rothamsted_8_1911_grain","15524","C",-23.9638571428571,42.9844408968238,5281
"NiWUE_FLT_453","NiWUE_Rothamsted_3_1912_straw","15525","C",-25.4968571428571,43.0067065075993,5179
"NiWUE_FLT_454","NiWUE_Rothamsted_3_1914_straw","15528","C",-25.6578571428571,43.1262853465005,5344
"NiWUE_FLT_455","NiWUE_Rothamsted_3_1915_grain","15529","C",-23.8038571428571,43.0432252011955,5190
"NiWUE_FLT_456","NiWUE_Rothamsted_6_1915_straw","15530","C",-24.8378571428571,43.8330892191277,5383
"NiWUE_FLT_457","NiWUE_Rothamsted_8_1915_grain","15531","C",-24.1428571428571,42.4413747104436,5147
"NiWUE_FLT_458","NiWUE_Rothamsted_8_1915_straw","15532","C",-24.7598571428571,44.5708046928186,5470
"NiWUE_FLT_459","NiWUE_Rothamsted_6_1916_grain","15533","C",-23.9838571428571,42.4523364805202,5095
"NiWUE_FLT_460","NiWUE_Rothamsted_3_1920_grain","15534","C",-24.1688571428571,42.6469159037976,5156
"NiWUE_FLT_461","NiWUE_Rothamsted_3_1920_straw","15540","C",-25.8508571428571,44.1047419970362,5364
"NiWUE_FLT_462","NiWUE_Rothamsted_6_1920_grain","15541","C",-24.4798571428571,42.5116938863511,5293
"NiWUE_FLT_463","NiWUE_Rothamsted_6_1920_straw","15542","C",-26.1588571428571,43.5280706492881,5385
"NiWUE_FLT_464","NiWUE_Rothamsted_8_1920_grain","15543","C",-24.1258571428571,42.5802617636034,5209
"NiWUE_FLT_465","NiWUE_Rothamsted_8_1920_straw","15544","C",-25.4278571428571,44.8090383847763,5503
"NiWUE_FLT_466","NiWUE_Rothamsted_3_1925_grain","15545","C",-23.9998571428571,42.497210399991,5286
"NiWUE_FLT_467","NiWUE_Rothamsted_3_1925_straw","15546","C",-26.0268571428571,43.03116014852,5304
"NiWUE_FLT_468","NiWUE_Rothamsted_6_1925_grain","15549","C",-23.9058,42.2438550005628,5280
