"massspectroscopy_ID","UID","Analysis","atom","delta","percentage","amplitude"
"NiWUE_FLT_100","NiWUE_AS_10r_1957-1960_grain","14538","C",-23.9166,42.1595758385866,5008
"NiWUE_FLT_101","NiWUE_AS_1a_1977-1980_grain","14539","C",-25.3396,42.4495739860325,4969
"NiWUE_FLT_102","NiWUE_AS_8p_1977-1980_grain","14540","C",-25.5676,42.091933437787,4890
"NiWUE_FLT_103","NiWUE_AS_9k_1977-1980_grain","14541","C",-25.7586,42.651406746408,4946
"NiWUE_FLT_104","NiWUE_AS_10r_1977-1980_grain","14542","C",-25.7956,42.7188317129799,4844
"NiWUE_FLT_105","NiWUE_AS_1a_1981-1984_grain","14543","C",-25.7556,42.134324244833,4818
"NiWUE_FLT_106","NiWUE_AS_8p_1981-1984_grain","14545","C",-25.7016,42.0937934878458,4987
"NiWUE_FLT_107","NiWUE_AS_9k_1981-1984_grain","14546","C",-25.7736,42.4230207204771,4972
"NiWUE_FLT_108","NiWUE_AS_10r_1981-1984_grain","14547","C",-25.8526,42.3522017021226,4994
"NiWUE_FLT_109","NiWUE_AS_1a_1989-1992_grain","14548","C",-25.3036,42.2822287205345,4883
"NiWUE_FLT_110","NiWUE_AS_8p_1989-1992_grain","14549","C",-25.1126,42.175917379625,4734
"NiWUE_FLT_111","NiWUE_AS_9k_1989-1992_grain","14550","C",-25.2266,42.3041678435713,4744
"NiWUE_FLT_112","NiWUE_AS_10r_1989-1992_grain","14551","C",-24.9106,42.5314712473309,4949
"NiWUE_FLT_141","NiWUE_PRO_TEM+N_2002_grain","14506","C",-27.837,41.3193123897093,4840
"NiWUE_FLT_142","NiWUE_PRO_TEM_2002_grain","14507","C",-27.515,41.0895903079208,4820
"NiWUE_FLT_143","NiWUE_PRO_FUM_2002_grain","14508","C",-27.748,40.7839461557723,4880
"NiWUE_FLT_144","NiWUE_PRO_TEM+N_2006_grain","14509","C",-27.613,41.3760982463967,4807
"NiWUE_FLT_145","NiWUE_PRO_TEM_2006_grain","14510","C",-27.628,41.0453232872797,4630
"NiWUE_FLT_146","NiWUE_PRO_FUM_2006_grain","14512","C",-27.576,41.1778911235727,4797
"NiWUE_FLT_147","NiWUE_PRO_TEM+N_2010_grain","14513","C",-27.287,39.8983898711452,4701
"NiWUE_FLT_148","NiWUE_PRO_TEM_2010_grain","14514","C",-26.616,39.9856482878735,4520
"NiWUE_FLT_149","NiWUE_PRO_FUM_2010_grain","14515","C",-26.98,39.9372013252368,4761
"NiWUE_FLT_150","NiWUE_PRO_TEM+N_2014_grain","14516","C",-27.679,39.983061317566,4765
"NiWUE_FLT_151","NiWUE_PRO_TEM_2014_grain","14517","C",-27.438,39.493606353101,4538
"NiWUE_FLT_152","NiWUE_PRO_FUM_2014_grain","14518","C",-27.647,39.4408647802581,4660
